brand,category,description,details,finition,image_urls,sku,stock,title,type,url,variure
THERMADOR,,"
","{'Article:': 'EVOSTA2 40-70', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--3mExwUZI--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_96599__.jpeg",759652,Aucun magasin sélectionné,Circulateur électronique chauffage EVOSTA 2 entraxe 180 mm THERMADOR EVA24070180,,https://www.afdb.fr/thermador-circulateur-electronique-evosta-2-thermador-rotor-noye-eva24070180_SKUM87007.html,
HANGER,,"
","{'Tension:': '18 V', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--7FNJYTPP--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_287750_.jpeg",857798,Aucun magasin sélectionné,Perforateur SDS-Plus 18 V HX18-22X5 + 2 batteries 5 Ah + chargeur + Hangbox HANGER 401201,,https://www.afdb.fr/hanger-perforateur-sds-plus-18v-hanger-hx18-22x5-2-batteries-5ah-chargeur-hangbox-401201_SKUM221804.html,
THERMADOR,,"
",{'Hauteur (en mm):': '1010 mm'},,"https://res.cloudinary.com/afdb/image/upload/s--8ffJ1wHd--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_145416_.jpeg",767427,Aucun magasin sélectionné,Bouteille de mélange 50 l 2 piquages par cotes THERMADOR BMEL50SKE,,https://www.afdb.fr/thermador-bouteille-melange-2-piquages-cotes_SKUM102486.html,
THERMADOR,,"
","{'Type de raccordement:': 'Mâle', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--5yG4fItu--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_153782_.jpeg",434659,Aucun magasin sélectionné,Purgeur automatique à flotteur avec clapet Thermador - PR2,,https://www.afdb.fr/thermador-purgeur-automatique-flotteur-clapet-thermador-pr2_SKUM87021.html,
ISEO,,"
","{'Type de crémone:': 'En applique', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--2ugGkKlA--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_218896_.jpeg",003250,Indisponible,Crémone en applique STYL'BARR pour serrure en 2 points 2.30m alu satiné ISEO 40002301,,https://www.afdb.fr/iseo-cremone-applique-styl-barr-iseo-serrure-2-points-4000_SKUM4898.html,
CR,,"
",{'Nombre de points de fermeture:': '3'},,"https://res.cloudinary.com/afdb/image/upload/s--226AFj9C--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_241059_.jpeg",462450,Aucun magasin sélectionné,Tringle pour serrure 3 points CR finition marron PICARD T942501337,,https://www.afdb.fr/cr-serrure-multipoints-applique-cr-picard-pompe-a2p_SKUM4969.html,
ELM LEBLANC,,Adaptateur vertical  de diamètre 60/100 mm avec prises de mesures.,{'Fiche technique fournisseur': '\n'},,"https://res.cloudinary.com/afdb/image/upload/s--yprwsway--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_120051_.jpeg",647893,Indisponible,Adaptateur vertical 60/100 avec prises de mesures AZB 1093 ELM LEBLANC 7719003381,,https://www.afdb.fr/elm-leblanc-adaptateur-vertical-elm-leblanc-prises-mesures-7719003381_SKUM3225.html,
ELM LEBLANC,,"
","{'Puissance:': '22 kW', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--pmfiUaPJ--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_12200__.jpeg",614116,Aucun magasin sélectionné,Chaudière à condensation murale MEGALIS CONDENS GVAC 21-5M ELM LEBLANC 7716704656,,https://www.afdb.fr/elm-leblanc-chaudiere-condensation-megalis-condens-elm-leblanc-murale_SKUM40430.html,
BRICARD,,"
","{'Modèle:': '670', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--l7S-tVJ---/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_247977_.jpeg",514809,Indisponible,Ferme-porte série 670 force 2-5 bras à glissière finition argent BRICARD 6720017,,https://www.afdb.fr/bricard-ferme-porte-bricard-670-6720017_SKUM7096.html,
AKW,,"
","{'Matière de la barre:': ""Inox recouvert d'époxy blanc"", 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--rBEfyR5V--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_38433__.jpeg",648628,Aucun magasin sélectionné,Barre d'appui en acier inoxydable recouvert d'epoxy droite 300 mm AKW 01240WH,,https://www.afdb.fr/akw-barre-appui-akw-acier-inoxydable-recouvert-epoxy_SKUM48860.html,
UBBINK,,"
","{'Couleur:': 'Noir', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--3uhAVyya--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_115422_.jpeg",653887,Aucun magasin sélectionné,Kit 2 en 1 CHEMILUX B22p-B23p simple paroi D80 noir entrée plafond et mural UBBINK 184448,,https://www.afdb.fr/ubbink-kit-2-1-b22p-b23p-chemilux-condensation-ubbink-d80_SKUM47803.html,
UBBINK,,"
","{'Angle:': '45 °', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--DC6xmTF7--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_115372_.jpeg",409261,Aucun magasin sélectionné,Coude 45° Rolux condensation D60/100 mm PPTL/PP sekurit UBBINK 229200,,https://www.afdb.fr/ubbink-coude-rolux-condensation-ubbink-60-100-mm-sekurit_SKUM117021.html,
UBBINK,,"
",{'Angle:': '45 °'},,"https://res.cloudinary.com/afdb/image/upload/s--n5eMK5iI--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_150427_.jpeg",787414,Aucun magasin sélectionné,Coude 45° Rolux Gaz 80/125 Alu/PVC Sekurit UBBINK 229501,,https://www.afdb.fr/ubbink-coude-ventouse-rolux-gaz-ubbink-80-125-alu-pvc-sekurit_SKUM155435.html,
THERMADOR,,"
","{'Capacité:': '50 L', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--H8w83K1L--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_176515_.jpeg",759643,Aucun magasin sélectionné,Bouteille de mélange 50 l 4 piquages par coté THERMADOR BMEL50SK,,https://www.afdb.fr/thermador-bouteille-melange-decantation-thermador-4-piquages-cote_SKUM86995.html,
UBBINK,,"
",{'Diamètre:': '100 mm'},,"https://res.cloudinary.com/afdb/image/upload/s--QoRoIvkC--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_115479_.jpeg",372118,Aucun magasin sélectionné,Clams raccord tube à tube pour conduit 60/100 UBBINK 712006,,https://www.afdb.fr/ubbink-clamp-blanc-ubbink-100-mm-712006_SKUM117015.html,
HANGER,,"
",{'Puissance:': '850 W'},,"https://res.cloudinary.com/afdb/image/upload/s--zyh9hzfR--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_260700_.jpeg",789813,Indisponible,Perforateur burineur 850 W PG26 K + coffret 7 forets béton 2 taillants Thor HANGER,,https://www.afdb.fr/hanger-perforateur-burineur-850w-hanger-pg26-k-coffret-7-forets-beton-2-taillants-thor_SKUM135926.html,
ISEO,,"
",{'Nombre de points de fermeture:': '3'},,"https://res.cloudinary.com/afdb/image/upload/s--21-zuuks--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_142113_.jpeg",371437,Aucun magasin sélectionné,Mécanisme CAVITH 4541 A2P*** horizontale tirage or droite ISEO 9704HTCA01.5,,https://www.afdb.fr/iseo-mecanisme-cavith-iseo-3-points-9704_SKUM39517.html,
ISEO,,"
","{'Type de cylindre:': 'Cylindre européen', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--Rj23_k-A--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_130446_.jpeg",587768,Aucun magasin sélectionné,Serrure monopoint à larder profil étroit pêne dormant demi-tour ELECTA axe 25 mm ISEO 781251B,,https://www.afdb.fr/iseo-serrure-monopoint-larder-iseo-profil-etroit-pene-dormant-demi-tour-electa_SKUM27589.html,
ISEO,,"
","{'Longueur:': '2,3 m', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--y6-GgzJh--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_215270_.jpeg",209109,Aucun magasin sélectionné,"Crémone pompier à poignée rotative L 2,3 m Alu ISEO 43002301",,https://www.afdb.fr/iseo-cremone-pompier-iseo-poignee-rotative_SKUM39003.html,
HANGER,,"
",{'Puissance:': '850 W'},,"https://res.cloudinary.com/afdb/image/upload/s--HbhrTLyt--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_180453_.jpeg",751036,Aucun magasin sélectionné,Perforateur burineur SDS-Plus 850 W PG26K + coffret HANGBOX  HANGER 160002,,https://www.afdb.fr/hanger-perforateur-burineur-sds-plus-850w-hanger-pg26k-coffret-hangbox-160002_SKUM84501.html,
ISEO,,"
","{'Tétière:': '24 x 6 mm', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--ZyRVNKNe--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_130224_.jpeg",485972,Aucun magasin sélectionné,Serrure 3 points Multiblindo axe 25 mm avec têtière en U inox ISEO 795101252,,https://www.afdb.fr/iseo-serrure-larder-iseo-3-points-multiblindo_SKUM4900.html,
THERMADOR,,"
","{'Diamètre de raccordement:': ""1''1/2 - 1 '""}",,"https://res.cloudinary.com/afdb/image/upload/s--7BHdJeIw--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_146825_.jpeg",408194,Aucun magasin sélectionné,Raccord union fonte G 1''1/2 - 1'' femelle THERMADOR ZRU26,,https://www.afdb.fr/thermador-raccord-union-fonte-g-1-1-2-1-thermador-zru26_SKUM132508.html,
WATTS INDUSTRIES,,"
","{'Finition du produit:': 'Laiton', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--o9D8rqld--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_156604_.jpeg",081992,Aucun magasin sélectionné,Purgeur d'eau automatique MINIVENT MV 10 R WATTS L0250110,,https://www.afdb.fr/watts-industries-purgeur-air-automatique-minivent-watts-10-bar_SKUM2313.html,
WATTS INDUSTRIES,,"
",{'Finition du produit:': 'Brut'},,"https://res.cloudinary.com/afdb/image/upload/s--YvsAjeVO--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_109416_.jpeg",741140,Aucun magasin sélectionné,Purgeur d'air à volant rotatif 1/8'' WATTS 101332,,https://www.afdb.fr/watts-industries-purgeur-air-watts-volant-rotatif_SKUM71884.html,
WATTS INDUSTRIES,,"
",{'Finition du produit:': 'Chromée'},,"https://res.cloudinary.com/afdb/image/upload/s--o6L0kY8g--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_154357_.jpeg",082014,Aucun magasin sélectionné,Purgeur de radiateur PMC 15  à bec orientable à carré WATTS L0256315,,https://www.afdb.fr/watts-industries-purgeur-radiateur-bec-orientable-watts-carre-l0256315_SKUM120107.html,
WATTS INDUSTRIES,,"
",{'Finition du produit:': 'Chromée'},,"https://res.cloudinary.com/afdb/image/upload/s--RFhvhK2K--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_156595_.jpeg",741147,Aucun magasin sélectionné,Purgeur d'air à bec orientable PMC 15 à carré Watts - 22L0256315,,https://www.afdb.fr/watts-industries-purgeur-air-bec-orientable-pmc-15-carre-watts-22l0256315_SKUM71893.html,
GARIS,,Clé pour purgeur d'air à carré.,{'Article:': 'Clé purgeur à carré'},,"https://res.cloudinary.com/afdb/image/upload/s--y1nXwdsi--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_152210_.jpeg",062518,Aucun magasin sélectionné,Clé pour purgeur carré de 4 - GARIS - D25001B,,https://www.afdb.fr/garis-cle-purgeur-carre-4-garis_SKUM35276.html,
WATTS INDUSTRIES,,"
",{'Article:': 'Carré de 4'},,"https://res.cloudinary.com/afdb/image/upload/s--R-TBjuNT--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_109426_.jpeg",741143,Aucun magasin sélectionné,Clé de purgeur carré de 4 WATTS INDUSTRIE 101403,,https://www.afdb.fr/watts-industries-cle-carre-watts-purgeur-air_SKUM71886.html,
UBBINK,,"
",{'Modèle:': 'A cheville'},,"https://res.cloudinary.com/afdb/image/upload/s--kviQsn0Z--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_113009_.jpeg",409269,Aucun magasin sélectionné,Collier galvanisé blanc à cheville D100 UBBINK 308410,,https://www.afdb.fr/ubbink-collier-galvanise-blanc-cheville-ubbink-conduit-d100-308410_SKUM2384.html,
UBBINK,,"
",{'Diamètre intérieur:': '60 mm'},,"https://res.cloudinary.com/afdb/image/upload/s--YxCAE2AS--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_157843_.jpeg",409268,Aucun magasin sélectionné,Conduit Rolux Gaz 60/100 mm alu/PVC Ubbink -  227352,,https://www.afdb.fr/ubbink-conduit-rolux-gaz-60-100-mm-alu-pvc-ubbink_SKUM117013.html,
UBBINK,,"
","{'Angle:': '45 °', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--_XO0cnR7--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_113024_.jpeg",409262,Aucun magasin sélectionné,Coude 45° Rolux vent 60/100 Alu/PVC UBBINK 227201,,https://www.afdb.fr/ubbink-coude-rolux-gaz-ubbink-60-100-alu-pvc_SKUM2380.html,
UBBINK,,"
","{'Diamètre intérieur / extérieur:': '60/100 mm', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--EE6soPMy--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_156339_.jpeg",435166,Aucun magasin sélectionné,Terminal horizontal aluminium Rolux gaz 60/100 UBBINK 227104,,https://www.afdb.fr/ubbink-terminal-horizontal-rolux-ubbink-gaz-60-100-227104_SKUM2379.html,
ELM LEBLANC,,Dosseret d'installation (3bouteilles) pour Odéalis CONDENS.,{'Modèle:': 'Elm Leblanc'},,"https://res.cloudinary.com/afdb/image/upload/s--72CUaWI3--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_152598_.jpeg",786215,Aucun magasin sélectionné,Dosseret réserve ECS ODEALIS 42 L cert gaz ELM LEBLANC 7716701529,,https://www.afdb.fr/elm-leblanc-dosseret-reserve-elm-leblanc-ecs-odealis-42-7716701529_SKUM132075.html,
UBBINK,,"
","{'Diamètre intérieur / extérieur:': '60/100 mm', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--S9-qjNim--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_157739_.jpeg",749380,Aucun magasin sélectionné,Terminal horizontal ROLUX RENOFIT condensation 60/100 UBBINK 229410,,https://www.afdb.fr/ubbink-terminal-ventouse-horizontal-rolux-renofit-condensation-ubbink-60-100-mm-229410_SKUM83524.html,
HERACLES,,"
",{'Modèle:': 'TF 3000'},,"https://res.cloudinary.com/afdb/image/upload/s--ycORxSCX--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_142055_.jpeg",532459,Aucun magasin sélectionné,Serrure à larder 3 points série 3000 standard 2040 x 18 mm bronze HERACLES I-TF3000-V,,https://www.afdb.fr/heracles-serrure-larder-3-points-serie-tf3000-heracles_SKUM10210.html,
HERACLES,,"
",{'Tétière:': '24 x 3 mm'},,"https://res.cloudinary.com/afdb/image/upload/s--B3v24OUe--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_224607_.jpeg",849430,Aucun magasin sélectionné,Coffre chaufferie carré de 9 clé I entraxe 72 mm HERACLES I-L072-65X,,https://www.afdb.fr/heracles-coffre-monopoint-larder-chaufferie-heracles-cle-i-i-l072-65x_SKUM213359.html,
FTH THIRARD,,"
","{'Finition:': 'Noir', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--C2UIiMUU--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_288408_.jpeg",580367,Aucun magasin sélectionné,Ensemble sur plaque béquille double noire carré 9 mm THIRARD 00097101,,https://www.afdb.fr/fth-thirard-ensemble-plaque-thirard-serrure-chaufferie-00097101_SKUM126639.html,
FTH THIRARD,,"
",{'Type de cylindre:': 'Cylindre européen'},,"https://res.cloudinary.com/afdb/image/upload/s--BgBFfi8e--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_125514_.jpeg",209730,Aucun magasin sélectionné,Serrure monopoint à larder de chaufferie Clé I axe 65 mm FTH THIRARD 001739,,https://www.afdb.fr/fth-thirard-serrure-fth_thirard-monopoint-larder-chaufferie_SKUM5144.html,
Stremler ASSA ABLOY,,"
","{'Modèle:': 'Gâche centrale', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--fV-4JdQR--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_4644___.jpeg",019238,Aucun magasin sélectionné,Gâche plate inox largeur 22 x 175 mm STREMLER 2835.00.0,,https://www.afdb.fr/stremler-assa-abloy-gache-stremler-serrure-encastrer_SKUM39044.html,
UBBINK,,"
","{'Diamètre intérieur:': '80 mm', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--BNPKtP22--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_157849_.jpeg",372097,Aucun magasin sélectionné,Conduit coulissant Rolux Gaz 80/125 alu/PVC UBBINK 224054,,https://www.afdb.fr/ubbink-conduit-telescopique-rolux-gaz-ubbink-80-125-alu-pvc-224054_SKUM32136.html,
HANGER,,"
",{'Qualité:': 'standard'},,"https://res.cloudinary.com/afdb/image/upload/s--eWOuYIgj--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_270573_.jpeg",536096,Aucun magasin sélectionné,"Carte de 3 embouts plats 0,6 x 4 mm longueur 25 mm HANGER 133034",,https://www.afdb.fr/hanger-embouts-standard-hanger-vis-fente_SKUM20252.html,
UBBINK,,"
",{'Diamètre:': '80 - 125 mm'},,"https://res.cloudinary.com/afdb/image/upload/s--I6PrLvf4--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_157614_.jpeg",372092,Aucun magasin sélectionné,Terminal horizontal Rolux Gaz 80/125 mm UBBINK 223093,,https://www.afdb.fr/ubbink-terminal-horizontal-rolux-gaz-ubbink-80-125-mm-223093_SKUM120725.html,
METALUX,,"
","{'Modèle:': 'Double empennage', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--1pW0GDtN--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_13672__.jpeg",041187,Aucun magasin sélectionné,Gâches à talon pour serrures monopoint double empennage inox METALUX F150080000,,https://www.afdb.fr/metalux-gache-metalux-serrures-monopoint_SKUM39028.html,
UBBINK,,"
",{'Diamètre intérieur:': '80 mm'},,"https://res.cloudinary.com/afdb/image/upload/s--0_QkouXG--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_157846_.jpeg",372096,Aucun magasin sélectionné,Conduit Rolux gaz 80/125 mm Alu/PVC 500 mm UBBINK 228541,,https://www.afdb.fr/ubbink-conduit-rolux-gaz-alu-pvc-ubbink-80-125-mm_SKUM2382.html,
HANGER,,"
",{'Qualité:': 'Impact'},,"https://res.cloudinary.com/afdb/image/upload/s--GZ0rb-w1--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_279512_.jpeg",749737,Aucun magasin sélectionné,Coffret embouts impact Hanger 31 pièces,,https://www.afdb.fr:443/INTERSHOP/web/WFS/AFDB-B2B-Site/fr_FR/-/EUR/ViewProduct-Start?SKU=M84074,
UBBINK,,"
",{'Diamètre:': '80 - 125 mm'},,"https://res.cloudinary.com/afdb/image/upload/s--n5eMK5iI--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_150427_.jpeg",372098,Aucun magasin sélectionné,Coude 45° Rolux Sekurit gaz 80/125 mm Alu/PVC UBBINK 228501,,https://www.afdb.fr/ubbink-coude-rolux-sekurit-ubbink-gaz-80-125-alu-pvc_SKUM117017.html,
UBBINK,,"
","{'Couleur:': 'Noir', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--Tffxoldg--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_156341_.jpeg",372091,Aucun magasin sélectionné,Terminal vertical Rolux gaz concentrique 80/125 noir UBBINK 184118,,https://www.afdb.fr/ubbink-terminal-vertical-rolux-ubbink-gaz-concentrique-80-125_SKUM2381.html,
HANGER,,Embout de vissage professionnel pour toutes applications dans l'industrie et le bâtiment.,{'Qualité:': 'Impact'},,"https://res.cloudinary.com/afdb/image/upload/s--tFceJdtP--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_178631_.jpeg",780094,Aucun magasin sélectionné,2 embouts impact 1/4'' cruciforme PH3 longueur 50 mm HANGER 134053,,https://www.afdb.fr/hanger-embouts-impact-hanger-vis-cruciformes-ph_SKUM126792.html,
